rule,split,horizon_weeks,count,sample_status,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
candidate,holdout,13,16,insufficient_sample,2.1941958299650497,2.3209452599338154,6.08773273848742,0.6875,2.1941958299650497,0.6875,2.687361616252292,1.9900116225125832,0.6875,1.684499092658499,0.6875,DIA,etf
candidate,validation,13,13,insufficient_sample,1.7395307358471348,2.9244051561362117,8.567745631876432,0.8461538461538461,1.7395307358471348,0.8461538461538461,2.231444276643385,1.5362549501611393,0.8461538461538461,1.2321016548703532,0.8461538461538461,DIA,etf
baseline,development,13,21,sufficient_sample,4.350040390801826,7.254309231375267,10.8254760018583,0.6666666666666666,4.350040390801826,0.6666666666666666,2.492513068593577,4.141548801609431,0.6666666666666666,3.8295913115459683,0.6666666666666666,DIS,stock
baseline,holdout,13,10,insufficient_sample,-1.8182663541053934,-3.4471835097165004,7.0946727548217785,0.2,-1.8182663541053934,0.2,6.531658688213855,-2.014433654097183,0.2,-2.307950811192143,0.2,DIS,stock
baseline,validation,13,12,insufficient_sample,1.6834588886266786,0.03351558032703705,9.254050456829797,0.5,1.6834588886266786,0.5,3.671813403676513,1.4802951346034627,0.5,1.1763094677357844,0.5,DIS,stock
candidate,development,13,22,sufficient_sample,4.43907093945064,7.303871005861362,10.961218463452154,0.6818181818181818,4.43907093945064,0.6818181818181818,2.35295670173082,4.2304014670441585,0.6818181818181818,3.9181778175581314,0.6818181818181818,DIS,stock
candidate,holdout,13,13,insufficient_sample,-1.4840102147983898,-4.85854379015529,12.069642414551073,0.38461538461538464,-1.4840102147983898,0.38461538461538464,4.889333195097683,-1.6808453592243544,0.3076923076923077,-1.9753617847993872,0.3076923076923077,DIS,stock
candidate,validation,13,13,insufficient_sample,4.899568570780075,4.537584145701934,13.27252521916277,0.6923076923076923,4.899568570780075,0.6923076923076923,3.609472971476149,4.689979023186121,0.6923076923076923,4.376378702596645,0.6923076923076923,DIS,stock
baseline,development,13,21,sufficient_sample,3.517596521344564,0.7537259337796476,9.49347443652659,0.5714285714285714,3.517596521344564,0.5714285714285714,2.9326504113757204,3.310768156666565,0.5714285714285714,3.0012992818366193,0.5238095238095238,GOOGL,stock
baseline,holdout,13,15,insufficient_sample,9.766007282031044,13.677145557313741,17.304308149562132,0.6666666666666666,9.766007282031044,0.6666666666666666,3.132114122839314,9.546694580168854,0.6666666666666666,9.218545899078284,0.6666666666666666,GOOGL,stock
